"game_title";"release_date";"price";"total_reviews";"genre";"developper";"publisher";"link-href";"description"
"Absolute Drift";"29 juil. 2015";"15.49";"2122";"Action, Occasionnel, Indépendant, Course automobile, Simulation, Sport";"Funselektor Labs Inc.";"Funselektor Labs Inc.";"https://store.steampowered.com/app/320140/Absolute_Drift/?snr=1_7_7_230_150_212";"Absolute Drift est un jeu de course pour devenir un maître dans l'art du drift."
"Absolute Drift";"29 juil. 2015";"15.49";"2122";"Action, Occasionnel, Indépendant, Course automobile, Simulation, Sport";"FlippFly";"Funselektor Labs Inc.";"https://store.steampowered.com/app/320140/Absolute_Drift/?snr=1_7_7_230_150_212";"Absolute Drift est un jeu de course pour devenir un maître dans l'art du drift."
"KartKraft™";"1 nov. 2018";"32.5";"2802";"Action, Occasionnel, Course automobile, Simulation, Sport";"Motorsport Games";"Motorsport Games";"https://store.steampowered.com/app/406350/KartKraft/?snr=1_7_7_230_150_212";"No seatbelts, no suspension, no downforce. This is pure head to head racing at 90mph..."
"Dungeon of the ENDLESS™";"27 oct. 2014";"12.99";"9291";"Aventure, Indépendant, RPG, Stratégie";"AMPLITUDE Studios";"SEGA";"https://store.steampowered.com/app/249050/Dungeon_of_the_ENDLESS/?snr=1_7_7_230_150_212";"Dungeon of the Endless est un Rogue-Like Dungeon-Defense, dans lequel le joueur et son équipe doivent protéger le générateur de leur vaisseau écrasé et explorer un donjon en perpétuelle expansion, tout en affrontant des vagues de monstres sur le chemin menant à la sortie..."
"SYNTHETIK 2";"11 nov. 2021";"22.79";"2431";"Action, Indépendant, Accès anticipé";"Flow Fire Games";"Flow Fire Games";"https://store.steampowered.com/app/1471410/SYNTHETIK_2/?snr=1_7_7_230_150_212";"SYNTHETIK 2 est une suite audacieuse de SYNTHETIK : Legion Rising. Combattez dans un monde envahi par l'implacable Légion des Machines. Découvrez un nouveau niveau de jeu d'armes et améliorez-vous au-delà de toute mesure pour rivaliser avec leurs dieux. Pourrez-vous vaincre le cœur d'Armageddon?"
"Child of Light";"30 avr. 2014";"14.99";"11940";"RPG";"Ubisoft Montréal";"Ubisoft";"https://store.steampowered.com/app/256290/Child_of_Light/?snr=1_7_7_230_150_212";"Aurora, a young girl from 1895 Austria, awakens on the lost fairytale continent of Lemuria. To return home she must fight against the dark creatures of the Queen of the Night, who have stolen the sun, the moon and the stars. At stake is not only Lemuria, but Aurora’s true destiny."
"Serious Sam Fusion 2017 (beta)";"nan";"16.99";"4258";"Action, Indépendant";"Croteam";"nan";"https://store.steampowered.com/app/564310/Serious_Sam_Fusion_2017_beta/?snr=1_7_7_230_150_212";"Serious Sam Fusion is a central hub for several existing Serious Sam games developed by Croteam. Cool new features, engine upgrades, patches and updates will be released to existing owners for FREE!"
"Kona";"17 mars 2017";"14.99";"2579";"Aventure, Indépendant";"Parabole";"Parabole";"https://store.steampowered.com/app/365160/Kona/?snr=1_7_7_230_150_212";"Nord du Québec, 1970. Un étrange blizzard sévit sur le Lac Atâmipêk. Entrez dans la peau d'un détective pour explorer un village des plus mystérieux, enquêter sur des événements surnaturels et survivre à la colère des éléments. Kona est un conte interactif qui vous donnera froid dans le dos!"
"Owlboy";"1 nov. 2016";"25.99";"3533";"Action, Aventure, Indépendant";"D-Pad Studio";"D-Pad Studio";"https://store.steampowered.com/app/115800/Owlboy/?snr=1_7_7_230_150_212";"Explorez un monde animé tout en pixels dans ce jeu de plateforme et d'aventure céleste."
"Cave Story+";"22 nov. 2011";"16.99";"4759";"Action, Aventure, Indépendant";"Nicalis";"Nicalis, Inc.";"https://store.steampowered.com/app/200900/Cave_Story/?snr=1_7_7_230_150_211";"Courez, sautez, tirez, volez et explorez à travers ce jeu d'action-aventure rappelant les classiques de l'époque 8- et 16-bit."
"Cave Story+";"22 nov. 2011";"16.99";"4759";"Action, Aventure, Indépendant";"Inc.";"Nicalis, Inc.";"https://store.steampowered.com/app/200900/Cave_Story/?snr=1_7_7_230_150_211";"Courez, sautez, tirez, volez et explorez à travers ce jeu d'action-aventure rappelant les classiques de l'époque 8- et 16-bit."
"Cave Story+";"22 nov. 2011";"16.99";"4759";"Action, Aventure, Indépendant";"Studio Pixel";"Nicalis, Inc.";"https://store.steampowered.com/app/200900/Cave_Story/?snr=1_7_7_230_150_211";"Courez, sautez, tirez, volez et explorez à travers ce jeu d'action-aventure rappelant les classiques de l'époque 8- et 16-bit."
"PILGRIM";"31 mai 2024";"10.49";"2787";"Action, Aventure, Indépendant, Accès anticipé";"DESPERATE MEASURES";"DESPERATE MEASURES";"https://store.steampowered.com/app/2965660/PILGRIM/?snr=1_7_7_230_150_211";"Pilgrim is a medieval-based, co-op horror, adventure. Can you and your friends make it to the end of The Road?"
"Total Tank Simulator";"20 mai 2020";"22.79";"7156";"Action, Indépendant, Simulation, Stratégie";"Noobz from Poland";"505 Games";"https://store.steampowered.com/app/674500/Total_Tank_Simulator/?snr=1_7_7_230_150_211";"COMMANDANT DANS LES RANGS. SOLDAT DANS L'ÂME. Choisissez une faction et déployez votre armée dans d'énormes batailles de la Seconde Guerre mondiale avec des effets physiques réalistes. Détruisez ce qui se dresse devant vous avec vos unités tactiques."
"Feign";"23 oct. 2021";"6.49";"4321";"Occasionnel, RPG, Stratégie, Accès anticipé";"Teneke Kafalar";"Teneke Kafalar";"https://store.steampowered.com/app/1436990/Feign/?snr=1_7_7_230_150_211";"Feign is a role-playing game with a maximum of 12 players that takes place in a small town where innocents, imposters, and neutrals live together. You use your role at night and send a person from the village in the morning. 🤪"
"Stella of The End";"26 sept. 2023";"22.79";"2381";"Aventure, Occasionnel, Simulation";"VisualArts/Key";"VisualArts";"https://store.steampowered.com/app/2510770/Stella_of_The_End/?snr=1_7_7_230_150_211";"Jude Gray, a wandering Courier, receives a request to deliver some very special cargo. This cargo turns out to be Philia, an android girl who is unaffected by the enigmatic Singularity Machines."
"Heat Signature";"21 sept. 2017";"16.99";"6680";"Action, Aventure, Indépendant, Stratégie";"Suspicious Developments";"Suspicious Developments";"https://store.steampowered.com/app/268130/Heat_Signature/?snr=1_7_7_230_150_211";"Heat Signature is a game from the developers of Gunpoint where you break into spaceships, make terrible mistakes, and think of clever ways out of them. You take a mission, fly to the target ship, sneak inside, and make clever use of your gadgets to distract, ambush and take out the crew."
"Turok 2: Seeds of Evil";"10 déc. 1998";"21.99";"2211";"Action, Aventure";"Iguana Entertainment";"Nightdive Studios";"https://store.steampowered.com/app/405830/Turok_2_Seeds_of_Evil/?snr=1_7_7_230_150_211";"Having defeated the Campaigner, Turok throws the Chronocepter into a waiting volcano to destroy it. Unfortunately the blast awakens an even deadlier force - The Primagen. Once again a Turok is tasked with restoring peace to the land and stopping the Primagen from merging Earth with the nether world."
"Turok 2: Seeds of Evil";"10 déc. 1998";"21.99";"2211";"Action, Aventure";"Nightdive Studios";"Nightdive Studios";"https://store.steampowered.com/app/405830/Turok_2_Seeds_of_Evil/?snr=1_7_7_230_150_211";"Having defeated the Campaigner, Turok throws the Chronocepter into a waiting volcano to destroy it. Unfortunately the blast awakens an even deadlier force - The Primagen. Once again a Turok is tasked with restoring peace to the land and stopping the Primagen from merging Earth with the nether world."
"MX vs. ATV Reflex";"26 nov. 2010";"21.99";"2745";"Course automobile";"Rainbow Studios";"THQ Nordic";"https://store.steampowered.com/app/55140/MX_vs_ATV_Reflex/?snr=1_7_7_230_150_211";"Soyez vif et accrochez-vous à votre machine : vous prenez le contrôle total du pilote et c'est un véritable test pour vos nerfs. Les doubles commandes vous permettent de réaliser des figures incroyables lors de sauts vertigineux. Recherchez l'adhérence tout en creusant la piste pour laisser votre trace."
"MX vs. ATV Reflex";"26 nov. 2010";"21.99";"2745";"Course automobile";"THQ Nordic";"THQ Nordic";"https://store.steampowered.com/app/55140/MX_vs_ATV_Reflex/?snr=1_7_7_230_150_211";"Soyez vif et accrochez-vous à votre machine : vous prenez le contrôle total du pilote et c'est un véritable test pour vos nerfs. Les doubles commandes vous permettent de réaliser des figures incroyables lors de sauts vertigineux. Recherchez l'adhérence tout en creusant la piste pour laisser votre trace."
"Deathmatch Classic";"1 juin 2001";"6.49";"2343";"Action";"Valve";"Valve";"https://store.steampowered.com/app/40/Deathmatch_Classic/?snr=1_7_7_230_150_211";"Le rythme effréné du jeu en mode multijoueur Deathmatch Classic (plus connu sous l'acronyme DMC) va en séduire plus d'un. Hommage de Valve au travail d'id Software, le mode DMC invite les joueurs à se saisir de leurs lance-roquettes et à mettre leurs réflexes à l'épreuve dans une série de décors futuristes."
"Tower of Time";"12 avr. 2018";"31.99";"2187";"Indépendant, RPG, Stratégie";"Event Horizon";"Event Horizon";"https://store.steampowered.com/app/617480/Tower_of_Time/?snr=1_7_7_230_150_211";"Un RPG d’un genre nouveau vous attend. Un dungeon-crawler avec un système de combat en temps réel, où vous pouvez arrêter ou ralentir le temps. La tactique est un élément essentiel à votre survie. Entrez dans la mystérieuse Tour du Temps, et vivez des aventures incroyables."
"Apotheon";"3 févr. 2015";"19.49";"3219";"Action, Aventure, Indépendant, RPG";"Alientrap";"Alientrap";"https://store.steampowered.com/app/208750/Apotheon/?snr=1_7_7_230_150_211";"Apotheon est un jeu d'action héroïque qui se déroule dans le monde mythologique de la Grèce antique. Faites l'ascension du Mont Olympe, affrontez les pouvoirs divins du panthéon des dieux et sauvez l'humanité."
"Pathologic Classic HD";"29 oct. 2015";"16.99";"3552";"Action, Aventure, Indépendant, RPG";"Ice-Pick Lodge";"Good Shepherd Entertainment";"https://store.steampowered.com/app/384110/Pathologic_Classic_HD/?snr=1_7_7_230_150_210";"Pathologic Classic HD is the Definitive Edition of the original Cult Classic Psychological First-Person Survival game. In this unforgettable experience, players control one of three unique characters as they try to save a mysterious town from a deadly plague that cannot be stopped."
"Pathologic Classic HD";"29 oct. 2015";"16.99";"3552";"Action, Aventure, Indépendant, RPG";"General Arcade";"Good Shepherd Entertainment";"https://store.steampowered.com/app/384110/Pathologic_Classic_HD/?snr=1_7_7_230_150_210";"Pathologic Classic HD is the Definitive Edition of the original Cult Classic Psychological First-Person Survival game. In this unforgettable experience, players control one of three unique characters as they try to save a mysterious town from a deadly plague that cannot be stopped."
"Singularity™";"30 juin 2010";"32.99";"5234";"Action";"Raven Software";"Activision";"https://store.steampowered.com/app/42670/Singularity/?snr=1_7_7_230_150_210";"COMBATTEZ LE PASSÉ POUR SAUVER LE FUTUR. STOPPEZ LA SINGULARITÉ.Apprenez la vérité derrière un massif de camouflage de la singularité catastrophique, un événement qui a fracturé le temps et menace le monde que nous connaissons."
"CHUCHEL";"7 mars 2018";"12.99";"3684";"Aventure, Occasionnel, Indépendant";"Amanita Design";"Amanita Design";"https://store.steampowered.com/app/711660/CHUCHEL/?snr=1_7_7_230_150_210";"CHUCHEL est un jeu d'aventure comique par les créateurs de Machinarium, Botanicula et Samorost. Rejoignez Chuchel le héros poilu et son rival Kekel dans une quête qui les confrontera à de nombreux défis et autres énigmes!"
"Exo One";"18 nov. 2021";"21.99";"4656";"Aventure, Occasionnel, Indépendant, Simulation";"Exbleative";"Future Friends Games";"https://store.steampowered.com/app/773370/Exo_One/?snr=1_7_7_230_150_210";"Un signal étrange... un vaisseau d'un autre monde... un voyage interplanétaire défiant la gravité, à travers le temps et l'espace."
"Superflight";"9 nov. 2017";"3.89";"10833";"Action, Occasionnel, Indépendant, Course automobile, Sport";"GrizzlyGames";"GrizzlyGames";"https://store.steampowered.com/app/732430/Superflight/?snr=1_7_7_230_150_209";"Superflight is an intense, easy to learn wingsuit game with an infinite number of beautiful procedurally generated maps. A great game to relax for half an hour and chase your latest highscore!"
"Digimon Survive";"28 juil. 2022";"79.99";"2867";"RPG";"HYDE";"Bandai Namco Entertainment Inc.";"https://store.steampowered.com/app/871980/Digimon_Survive/?snr=1_7_7_230_150_209";"Digimon Survive mélange le style du visual novel et du RPG tactique pour vous proposer un jeu se déroulant dans un monde mystérieux où monstres dangereux et terribles combats mettront à l'épreuve vos capacités de survie."
"Digimon Survive";"28 juil. 2022";"79.99";"2867";"RPG";"Inc.";"Bandai Namco Entertainment Inc.";"https://store.steampowered.com/app/871980/Digimon_Survive/?snr=1_7_7_230_150_209";"Digimon Survive mélange le style du visual novel et du RPG tactique pour vous proposer un jeu se déroulant dans un monde mystérieux où monstres dangereux et terribles combats mettront à l'épreuve vos capacités de survie."
"Finding Paradise";"14 déc. 2017";"12.99";"17042";"Aventure, Indépendant, RPG";"Freebird Games";"Freebird Games";"https://store.steampowered.com/app/337340/Finding_Paradise/?snr=1_7_7_230_150_209";"L’histoire de la vie d’un homme au seuil de la mort, racontée au travers de deux docteurs voyageant dans ses souvenirs pour accomplir son dernier souhait."
"Aragami";"4 oct. 2016";"25.99";"10121";"Action, Aventure, Indépendant";"Lince Works";"Lince Works";"https://store.steampowered.com/app/280160/Aragami/?snr=1_7_7_230_150_209";"Aragami is a third person stealth game that casts you as an undead assassin with the power to control the shadows. Teleport to any shadow, become invisible, materialize weapons or even summon a shadow dragon to infiltrate the enemy ranks and dispose of your targets."
"Astrea: Six-Sided Oracles";"21 sept. 2023";"32.5";"2894";"Occasionnel, Indépendant, Stratégie";"Little Leo Games";"Akupara Games";"https://store.steampowered.com/app/1755830/Astrea_SixSided_Oracles/?snr=1_7_7_230_150_209";"Astrea est un roguelike de création de decks qui remplace les cartes par des dés et fait appel à un système de dégâts unique qui oppose Purification et Corruption. Sélectionnez des dés suffisamment puissants pour débarrasser Astrea du mal qui la ronge et sauver le système stellaire!"
